Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD9329,Visakhapatnam,University of Delhi,3rd,Cloud Computing,Instagram
LD9330,Nagpur,Jamia Millia Islamia,2nd,Electric Vehicle,LinkedIn
LD9331,Lucknow,University of Delhi,3rd,AI,Facebook
LD9332,Kolkata,SRM University,4th,Electric Vehicle,Mass-Mailing
LD9333,Chandigarh,Amity University,1st,Machine Learning,Facebook
LD9334,Mumbai,SP College,4th,AI,LinkedIn
LD9335,Surat,ABC Institute,2nd,Robotics,Email
LD9336,Patna,SP College,4th,Machine Learning,College Collaboration
LD9337,Jaipur,IIT Bombay,4th,Data Science,Instagram
LD9338,Delhi,IIT Bombay,2nd,Machine Learning,Facebook
LD9339,Bangalore,University of Delhi,3rd,AI,LinkedIn
LD9340,Chandigarh,ABC Institute,3rd,Electric Vehicle,Google Form
LD9341,Mumbai,IIT Bombay,4th,Cyber Security,Facebook
LD9342,Bhopal,University of Delhi,2nd,Cyber Security,College Collaboration
LD9343,Coimbatore,Bharati Vidyapeeth,2nd,Machine Learning,College Collaboration
LD9344,Vadodara,University of Delhi,4th,Cloud Computing,Email
LD9345,Chandigarh,Manipal University,1st,Electric Vehicle,Mass-Mailing
LD9346,Bangalore,Shivaji University,2nd,Electric Vehicle,LinkedIn
LD9347,Patna,NIT Warangal,3rd,Cyber Security,WhatsApp
LD9348,Indore,University of Delhi,1st,Cyber Security,Email
LD9349,Vadodara,Amity University,1st,AI,College Collaboration
LD9350,Visakhapatnam,VIT Vellore,4th,AI,College Collaboration
LD9351,Trivandrum,IIT Bombay,3rd,Cloud Computing,Referral
LD9352,Mumbai,XYZ University,3rd,Cloud Computing,LinkedIn
LD9353,Pune,ABC Institute,4th,Electric Vehicle,WhatsApp
LD9354,Nagpur,IIT Delhi,2nd,Machine Learning,LinkedIn
LD9355,Bangalore,Manipal University,1st,Electric Vehicle,College Collaboration
LD9356,Chennai,Shiv Nadar University,2nd,Machine Learning,College Collaboration
LD9357,Coimbatore,IISc Bangalore,3rd,Robotics,Mass-Mailing
LD9358,Surat,Jadavpur University,4th,Cyber Security,Mass-Mailing
LD9359,Pune,XYZ University,2nd,Data Science,College Collaboration
LD9360,Visakhapatnam,Shiv Nadar University,4th,Cyber Security,Email
LD9361,Bangalore,NIT Warangal,1st,Machine Learning,WhatsApp
LD9362,Nagpur,Amity University,2nd,Data Science,College Collaboration
LD9363,Patna,NIT Warangal,1st,Cloud Computing,Email
LD9364,Trivandrum,Amity University,1st,Cyber Security,LinkedIn
LD9365,Lucknow,NIT Trichy,4th,Cyber Security,Mass-Mailing
LD9366,Indore,IIT Delhi,3rd,Machine Learning,Google Form
LD9367,Pune,ABC Institute,3rd,Robotics,Email
LD9368,Coimbatore,XYZ University,2nd,Robotics,LinkedIn
LD9369,Surat,NIT Trichy,3rd,Cyber Security,LinkedIn
LD9370,Indore,Jadavpur University,4th,AI,Facebook
LD9371,Mumbai,Shiv Nadar University,1st,Cyber Security,College Collaboration
LD9372,Bhopal,Amity University,3rd,Cyber Security,WhatsApp
LD9373,Visakhapatnam,BITS Pilani,4th,AI,College Collaboration
LD9374,Ahmedabad,IIT Delhi,4th,Cloud Computing,Facebook
LD9375,Chandigarh,Shivaji University,4th,AI,Email
LD9376,Hyderabad,SP College,2nd,AI,Mass-Mailing
LD9377,Pune,Bharati Vidyapeeth,1st,Machine Learning,Mass-Mailing
LD9378,Pune,Jamia Millia Islamia,1st,AI,Mass-Mailing
LD9379,Mumbai,Jadavpur University,3rd,Cyber Security,Referral
LD9380,Ahmedabad,ABC Institute,3rd,Cloud Computing,Google Form
LD9381,Hyderabad,BITS Pilani,3rd,Machine Learning,Instagram
LD9382,Vadodara,Bharati Vidyapeeth,2nd,Electric Vehicle,Referral
LD9383,Surat,Bharati Vidyapeeth,4th,Electric Vehicle,Referral
LD9384,Mumbai,Bharati Vidyapeeth,4th,Robotics,Instagram
LD9385,Chennai,Jamia Millia Islamia,2nd,Cyber Security,Email
LD9386,Bhopal,NIT Warangal,3rd,Cyber Security,Email
LD9387,Ahmedabad,NIT Warangal,1st,Cloud Computing,Mass-Mailing
LD9388,Visakhapatnam,SRM University,3rd,AI,Referral
LD9389,Patna,NIT Warangal,2nd,Data Science,Email
LD9390,Jaipur,Shiv Nadar University,4th,Cyber Security,Facebook
LD9391,Nagpur,MIT Pune,3rd,Cyber Security,Email
LD9392,Pune,SRM University,1st,AI,College Collaboration
LD9393,Hyderabad,SP College,3rd,Cloud Computing,Email
LD9394,Nagpur,Jadavpur University,1st,Robotics,LinkedIn
LD9395,Jaipur,Amity University,4th,Robotics,Referral
LD9396,Visakhapatnam,University of Delhi,3rd,Cyber Security,Mass-Mailing
LD9397,Delhi,NIT Trichy,2nd,Robotics,College Collaboration
LD9398,Patna,XYZ University,1st,AI,College Collaboration
LD9399,Patna,Jamia Millia Islamia,4th,Data Science,College Collaboration
LD9400,Vadodara,IIT Delhi,4th,Cloud Computing,Referral
LD9401,Kolkata,BITS Pilani,3rd,Machine Learning,Google Form
LD9402,Bhopal,University of Delhi,2nd,Robotics,Google Form
LD9403,Bhopal,Manipal University,1st,Electric Vehicle,Email
LD9404,Ahmedabad,XYZ University,2nd,Cyber Security,Facebook
LD9405,Delhi,ABC Institute,3rd,AI,Instagram
LD9406,Chennai,Jamia Millia Islamia,2nd,Robotics,Instagram
LD9407,Bhopal,University of Delhi,4th,Cyber Security,Email
LD9408,Pune,IISc Bangalore,4th,Data Science,Instagram
LD9409,Vadodara,NIT Trichy,1st,Robotics,Google Form
LD9410,Nagpur,Bharati Vidyapeeth,3rd,AI,Mass-Mailing
LD9411,Ahmedabad,IIT Delhi,1st,Electric Vehicle,Instagram
LD9412,Hyderabad,ABC Institute,2nd,Robotics,LinkedIn
LD9413,Chandigarh,Bharati Vidyapeeth,2nd,Data Science,Instagram
LD9414,Bhopal,Shiv Nadar University,3rd,AI,Facebook
LD9415,Patna,Jamia Millia Islamia,2nd,Robotics,College Collaboration
LD9416,Trivandrum,NIT Warangal,3rd,Data Science,LinkedIn
LD9417,Mumbai,IISc Bangalore,1st,Electric Vehicle,Facebook
LD9418,Vadodara,Amity University,4th,AI,Mass-Mailing
LD9419,Pune,VIT Vellore,2nd,Robotics,WhatsApp
LD9420,Nagpur,SRM University,1st,AI,Google Form
LD9421,Vadodara,Amity University,1st,Electric Vehicle,Mass-Mailing
LD9422,Kolkata,IISc Bangalore,2nd,Cloud Computing,Instagram
LD9423,Nagpur,IISc Bangalore,2nd,Cloud Computing,Google Form
LD9424,Bhopal,NIT Warangal,4th,Electric Vehicle,Google Form
LD9425,Pune,Shiv Nadar University,3rd,Electric Vehicle,Facebook
LD9426,Indore,Shivaji University,1st,AI,LinkedIn
LD9427,Kolkata,Jamia Millia Islamia,2nd,Electric Vehicle,Facebook
LD9428,Bangalore,SP College,1st,AI,LinkedIn
LD9429,Chandigarh,NIT Trichy,1st,Cyber Security,LinkedIn
LD9430,Ahmedabad,Jadavpur University,3rd,Cloud Computing,Mass-Mailing
LD9431,Kolkata,XYZ University,1st,Robotics,WhatsApp
LD9432,Trivandrum,Amity University,1st,Cyber Security,Referral
LD9433,Pune,Jamia Millia Islamia,2nd,Robotics,Mass-Mailing
LD9434,Ahmedabad,NIT Warangal,2nd,AI,Google Form
LD9435,Ahmedabad,IISc Bangalore,3rd,AI,College Collaboration
LD9436,Bangalore,SRM University,1st,Machine Learning,Instagram
LD9437,Pune,Shiv Nadar University,1st,Robotics,Email
LD9438,Delhi,NIT Warangal,4th,Machine Learning,Email
LD9439,Nagpur,IISc Bangalore,3rd,Data Science,Email
LD9440,Chandigarh,IIT Bombay,3rd,Cyber Security,Facebook
LD9441,Vadodara,Bharati Vidyapeeth,4th,Data Science,Instagram
LD9442,Surat,Amity University,3rd,AI,Referral
LD9443,Bangalore,University of Delhi,1st,Data Science,Facebook
LD9444,Coimbatore,ABC Institute,1st,AI,WhatsApp
LD9445,Indore,SP College,3rd,Machine Learning,WhatsApp
LD9446,Ahmedabad,Shiv Nadar University,2nd,Machine Learning,Referral
LD9447,Ahmedabad,BITS Pilani,3rd,Robotics,College Collaboration
LD9448,Bhopal,VIT Vellore,4th,Data Science,Facebook
LD9449,Mumbai,VIT Vellore,1st,Cloud Computing,Facebook
LD9450,Lucknow,SRM University,2nd,Electric Vehicle,Mass-Mailing
LD9451,Ahmedabad,IISc Bangalore,4th,Robotics,College Collaboration
LD9452,Jaipur,IIT Bombay,2nd,Data Science,WhatsApp
LD9453,Nagpur,SRM University,2nd,Electric Vehicle,Referral
LD9454,Ahmedabad,NIT Warangal,1st,Electric Vehicle,Facebook
LD9455,Visakhapatnam,Amity University,1st,Data Science,WhatsApp
LD9456,Patna,IIT Bombay,2nd,Electric Vehicle,Google Form
LD9457,Nagpur,Shivaji University,2nd,Cyber Security,WhatsApp
LD9458,Coimbatore,Amity University,3rd,Machine Learning,Email
LD9459,Surat,University of Delhi,2nd,Machine Learning,Instagram
LD9460,Patna,NIT Warangal,4th,Electric Vehicle,Google Form
LD9461,Chandigarh,Amity University,4th,Cloud Computing,Mass-Mailing
LD9462,Trivandrum,NIT Trichy,2nd,Machine Learning,Google Form
LD9463,Indore,SRM University,2nd,Electric Vehicle,Google Form
LD9464,Hyderabad,Manipal University,1st,AI,WhatsApp
LD9465,Lucknow,MIT Pune,1st,AI,Facebook
LD9466,Bhopal,IIT Delhi,3rd,Robotics,Mass-Mailing
LD9467,Ahmedabad,XYZ University,2nd,Cloud Computing,Google Form
LD9468,Mumbai,XYZ University,4th,Data Science,Google Form
LD9469,Bhopal,NIT Warangal,2nd,Machine Learning,LinkedIn
LD9470,Hyderabad,IIT Delhi,4th,Cyber Security,College Collaboration
LD9471,Patna,NIT Warangal,3rd,Cyber Security,Referral
LD9472,Delhi,BITS Pilani,4th,Cloud Computing,College Collaboration
LD9473,Indore,IIT Delhi,3rd,Cloud Computing,Mass-Mailing
LD9474,Mumbai,Manipal University,1st,Cloud Computing,Referral
LD9475,Visakhapatnam,XYZ University,1st,AI,Instagram
LD9476,Bhopal,VIT Vellore,2nd,Electric Vehicle,Facebook
LD9477,Bangalore,IISc Bangalore,4th,Machine Learning,WhatsApp
LD9478,Mumbai,NIT Warangal,2nd,Machine Learning,WhatsApp
LD9479,Delhi,Jamia Millia Islamia,1st,Cyber Security,Mass-Mailing
LD9480,Vadodara,Amity University,2nd,Data Science,Google Form
LD9481,Jaipur,NIT Trichy,4th,Data Science,Google Form
LD9482,Bhopal,SP College,2nd,AI,Mass-Mailing
LD9483,Vadodara,IIT Bombay,3rd,Cyber Security,Email
LD9484,Nagpur,IIT Delhi,3rd,Data Science,Facebook
LD9485,Bhopal,Shiv Nadar University,1st,Cloud Computing,Instagram
LD9486,Surat,University of Delhi,4th,Electric Vehicle,Email
LD9487,Patna,VIT Vellore,3rd,Electric Vehicle,Referral
LD9488,Pune,Amity University,2nd,Data Science,Mass-Mailing
LD9489,Ahmedabad,SRM University,1st,AI,LinkedIn
LD9490,Jaipur,ABC Institute,4th,Robotics,Mass-Mailing
LD9491,Delhi,Shiv Nadar University,3rd,Machine Learning,LinkedIn
LD9492,Coimbatore,IIT Bombay,1st,Machine Learning,Facebook
LD9493,Jaipur,NIT Trichy,1st,Cloud Computing,Email
LD9494,Bhopal,XYZ University,3rd,Cloud Computing,Google Form
LD9495,Mumbai,SRM University,2nd,Data Science,Instagram
LD9496,Bhopal,Bharati Vidyapeeth,4th,AI,Email
LD9497,Coimbatore,ABC Institute,3rd,Data Science,Google Form
LD9498,Indore,IIT Delhi,1st,Cyber Security,WhatsApp
LD9499,Hyderabad,XYZ University,4th,Machine Learning,Google Form
LD9500,Visakhapatnam,IIT Bombay,1st,Cyber Security,Email
LD9501,Surat,VIT Vellore,4th,Cloud Computing,College Collaboration
LD9502,Mumbai,SRM University,3rd,Cloud Computing,Mass-Mailing
LD9503,Kolkata,IIT Delhi,4th,Electric Vehicle,Facebook
LD9504,Bangalore,IISc Bangalore,2nd,Data Science,College Collaboration
LD9505,Pune,XYZ University,3rd,Cloud Computing,Referral
LD9506,Ahmedabad,Jadavpur University,1st,Data Science,Mass-Mailing
LD9507,Kolkata,VIT Vellore,1st,Robotics,Google Form
LD9508,Kolkata,Shivaji University,4th,Electric Vehicle,Referral
LD9509,Mumbai,SRM University,2nd,AI,Mass-Mailing
LD9510,Bangalore,IIT Bombay,3rd,Cyber Security,Email
LD9511,Trivandrum,NIT Trichy,4th,Robotics,Google Form
LD9512,Lucknow,Jadavpur University,2nd,Data Science,Referral
LD9513,Surat,IISc Bangalore,4th,Data Science,Email
LD9514,Delhi,Jadavpur University,3rd,Machine Learning,Mass-Mailing
LD9515,Trivandrum,Amity University,3rd,Data Science,WhatsApp
LD9516,Nagpur,Jadavpur University,1st,Cloud Computing,Email
LD9517,Chandigarh,NIT Trichy,1st,Data Science,Google Form
LD9518,Delhi,Bharati Vidyapeeth,3rd,Cloud Computing,LinkedIn
LD9519,Jaipur,XYZ University,1st,Cloud Computing,Instagram
LD9520,Coimbatore,University of Delhi,4th,Robotics,Referral
LD9521,Nagpur,BITS Pilani,1st,Data Science,Referral
LD9522,Bhopal,ABC Institute,4th,Data Science,Google Form
LD9523,Chandigarh,VIT Vellore,1st,Robotics,WhatsApp
LD9524,Kolkata,VIT Vellore,2nd,Machine Learning,Referral
LD9525,Chennai,IIT Bombay,3rd,Machine Learning,Referral
LD9526,Surat,IISc Bangalore,1st,Electric Vehicle,Referral
LD9527,Ahmedabad,NIT Trichy,2nd,Robotics,College Collaboration
LD9528,Bhopal,Bharati Vidyapeeth,1st,Data Science,Facebook
LD9529,Vadodara,IISc Bangalore,4th,Electric Vehicle,Facebook
LD9530,Hyderabad,VIT Vellore,2nd,Data Science,College Collaboration
LD9531,Chennai,NIT Warangal,3rd,Machine Learning,LinkedIn
LD9532,Nagpur,Shiv Nadar University,4th,Robotics,WhatsApp
LD9533,Delhi,IIT Bombay,4th,Data Science,WhatsApp
LD9534,Mumbai,NIT Trichy,2nd,Robotics,Email
LD9535,Nagpur,Jadavpur University,3rd,Machine Learning,WhatsApp
LD9536,Ahmedabad,NIT Trichy,4th,Robotics,Google Form
LD9537,Bangalore,SP College,4th,Robotics,Google Form
LD9538,Nagpur,IIT Delhi,1st,Data Science,Mass-Mailing
LD9539,Bhopal,BITS Pilani,2nd,Data Science,WhatsApp
LD9540,Delhi,Jadavpur University,1st,Machine Learning,WhatsApp
LD9541,Indore,Shivaji University,1st,AI,College Collaboration
LD9542,Hyderabad,MIT Pune,2nd,Machine Learning,Mass-Mailing
LD9543,Ahmedabad,Bharati Vidyapeeth,1st,Cyber Security,College Collaboration
LD9544,Bangalore,MIT Pune,4th,Robotics,WhatsApp
LD9545,Trivandrum,VIT Vellore,2nd,Machine Learning,Email
LD9546,Hyderabad,IIT Bombay,2nd,AI,WhatsApp
LD9547,Kolkata,Jamia Millia Islamia,2nd,Electric Vehicle,Instagram
LD9548,Indore,Amity University,3rd,Cyber Security,Instagram
LD9549,Hyderabad,NIT Warangal,2nd,Electric Vehicle,LinkedIn
LD9550,Vadodara,Bharati Vidyapeeth,4th,Cyber Security,Mass-Mailing
LD9551,Coimbatore,ABC Institute,1st,Data Science,Mass-Mailing
LD9552,Ahmedabad,Manipal University,4th,Cloud Computing,LinkedIn
LD9553,Indore,IIT Bombay,2nd,Cloud Computing,College Collaboration
LD9554,Hyderabad,Shiv Nadar University,2nd,Cyber Security,Facebook
LD9555,Lucknow,XYZ University,2nd,Robotics,Google Form
LD9556,Surat,University of Delhi,2nd,Cloud Computing,Email
LD9557,Jaipur,IIT Bombay,4th,Robotics,Referral
LD9558,Nagpur,Shivaji University,2nd,Cyber Security,Referral
LD9559,Vadodara,NIT Warangal,4th,Data Science,Instagram
LD9560,Visakhapatnam,BITS Pilani,1st,Electric Vehicle,Facebook
LD9561,Coimbatore,IISc Bangalore,2nd,AI,College Collaboration
LD9562,Vadodara,IIT Bombay,3rd,Cyber Security,Google Form
LD9563,Vadodara,Shivaji University,3rd,Electric Vehicle,LinkedIn
LD9564,Bhopal,SRM University,3rd,Robotics,Instagram
LD9565,Chennai,VIT Vellore,2nd,Cyber Security,Referral
LD9566,Coimbatore,SRM University,4th,Robotics,LinkedIn
LD9567,Nagpur,Bharati Vidyapeeth,2nd,Cloud Computing,Referral
LD9568,Mumbai,Shivaji University,3rd,Electric Vehicle,Facebook
LD9569,Lucknow,Shivaji University,3rd,Electric Vehicle,Mass-Mailing
LD9570,Bhopal,Amity University,3rd,Cyber Security,Email
LD9571,Coimbatore,MIT Pune,2nd,Electric Vehicle,Google Form
LD9572,Surat,SP College,3rd,Electric Vehicle,Facebook
LD9573,Visakhapatnam,NIT Warangal,2nd,Data Science,Referral
LD9574,Coimbatore,NIT Trichy,2nd,Cloud Computing,Email
LD9575,Hyderabad,Manipal University,3rd,Cyber Security,LinkedIn
LD9576,Chandigarh,MIT Pune,2nd,Machine Learning,Email
LD9577,Visakhapatnam,Jamia Millia Islamia,2nd,AI,Email
LD9578,Delhi,SRM University,1st,Data Science,Google Form
LD9579,Visakhapatnam,Bharati Vidyapeeth,3rd,Data Science,WhatsApp
LD9580,Visakhapatnam,Amity University,3rd,Data Science,Mass-Mailing
LD9581,Chandigarh,IIT Delhi,4th,Electric Vehicle,College Collaboration
LD9582,Jaipur,SP College,4th,AI,College Collaboration
LD9583,Mumbai,SRM University,4th,Machine Learning,Referral
LD9584,Bhopal,University of Delhi,4th,Data Science,Google Form
LD9585,Jaipur,NIT Trichy,2nd,Cloud Computing,WhatsApp
LD9586,Mumbai,Shiv Nadar University,2nd,Machine Learning,WhatsApp
LD9587,Delhi,Shiv Nadar University,3rd,Cyber Security,Referral
LD9588,Indore,BITS Pilani,2nd,Robotics,WhatsApp
LD9589,Bhopal,Shiv Nadar University,3rd,AI,Email
LD9590,Ahmedabad,NIT Warangal,4th,Data Science,Instagram
LD9591,Bhopal,Shivaji University,1st,AI,Instagram
LD9592,Lucknow,Shivaji University,1st,Cloud Computing,Referral
LD9593,Pune,IISc Bangalore,3rd,Machine Learning,LinkedIn
LD9594,Chennai,SP College,1st,Cloud Computing,Mass-Mailing
LD9595,Nagpur,IIT Delhi,2nd,Electric Vehicle,LinkedIn
LD9596,Patna,Shivaji University,3rd,Robotics,LinkedIn
LD9597,Mumbai,IIT Bombay,2nd,Robotics,Google Form
LD9598,Delhi,Manipal University,4th,Robotics,WhatsApp
LD9599,Ahmedabad,Amity University,4th,Cloud Computing,Google Form
LD9600,Bhopal,Manipal University,4th,Robotics,Facebook
LD9601,Pune,ABC Institute,4th,Data Science,Google Form
LD9602,Chennai,VIT Vellore,4th,Cloud Computing,Email
LD9603,Delhi,BITS Pilani,1st,Cloud Computing,Referral
LD9604,Coimbatore,Jadavpur University,4th,Electric Vehicle,LinkedIn
LD9605,Chandigarh,Jamia Millia Islamia,2nd,AI,WhatsApp
LD9606,Kolkata,XYZ University,1st,Data Science,Referral
LD9607,Chandigarh,ABC Institute,4th,Cloud Computing,Google Form
LD9608,Kolkata,IISc Bangalore,1st,Cloud Computing,Instagram
LD9609,Hyderabad,VIT Vellore,1st,Data Science,WhatsApp
LD9610,Vadodara,XYZ University,1st,Data Science,College Collaboration
LD9611,Chandigarh,ABC Institute,2nd,Machine Learning,LinkedIn
LD9612,Lucknow,University of Delhi,3rd,Electric Vehicle,Google Form
LD9613,Surat,Shiv Nadar University,2nd,AI,LinkedIn
LD9614,Patna,IIT Bombay,2nd,Cyber Security,Mass-Mailing
LD9615,Surat,Shivaji University,3rd,Cyber Security,Google Form
LD9616,Surat,NIT Warangal,2nd,Machine Learning,WhatsApp
LD9617,Kolkata,ABC Institute,2nd,Cyber Security,Instagram
LD9618,Patna,NIT Warangal,3rd,Machine Learning,Mass-Mailing
LD9619,Bangalore,University of Delhi,2nd,Cyber Security,College Collaboration
LD9620,Ahmedabad,IIT Delhi,1st,Robotics,LinkedIn
LD9621,Coimbatore,SP College,4th,Electric Vehicle,Google Form
LD9622,Bhopal,NIT Trichy,1st,Cyber Security,Referral
LD9623,Lucknow,IIT Bombay,2nd,Cyber Security,LinkedIn
LD9624,Nagpur,XYZ University,1st,Electric Vehicle,WhatsApp
LD9625,Hyderabad,IISc Bangalore,4th,Electric Vehicle,Instagram
LD9626,Vadodara,IIT Bombay,3rd,Machine Learning,Mass-Mailing
LD9627,Pune,NIT Warangal,4th,AI,Referral
LD9628,Hyderabad,University of Delhi,2nd,Data Science,Mass-Mailing
LD9629,Coimbatore,IISc Bangalore,4th,Data Science,College Collaboration
LD9630,Ahmedabad,Manipal University,4th,Robotics,LinkedIn
LD9631,Bangalore,NIT Trichy,4th,Machine Learning,Mass-Mailing
LD9632,Trivandrum,Shivaji University,3rd,Electric Vehicle,College Collaboration
LD9633,Chennai,NIT Trichy,2nd,AI,Facebook
LD9634,Mumbai,SP College,4th,Machine Learning,WhatsApp
LD9635,Visakhapatnam,BITS Pilani,1st,Cyber Security,Google Form
LD9636,Jaipur,Jamia Millia Islamia,4th,Machine Learning,Google Form
LD9637,Surat,NIT Warangal,3rd,Robotics,Mass-Mailing
LD9638,Delhi,Jamia Millia Islamia,2nd,Robotics,Instagram
LD9639,Nagpur,NIT Warangal,3rd,Data Science,Facebook
LD9640,Trivandrum,Jamia Millia Islamia,3rd,Cyber Security,Mass-Mailing
LD9641,Bangalore,MIT Pune,1st,AI,Mass-Mailing
LD9642,Pune,Jamia Millia Islamia,4th,AI,Email
LD9643,Surat,MIT Pune,2nd,Data Science,Mass-Mailing
LD9644,Trivandrum,IIT Delhi,3rd,Electric Vehicle,Referral
LD9645,Pune,Bharati Vidyapeeth,2nd,Machine Learning,College Collaboration
LD9646,Hyderabad,SRM University,2nd,Data Science,Facebook
LD9647,Pune,SRM University,3rd,Data Science,Mass-Mailing
LD9648,Bhopal,NIT Warangal,3rd,Cloud Computing,WhatsApp
LD9649,Pune,University of Delhi,1st,Machine Learning,Facebook
LD9650,Bhopal,SP College,2nd,Robotics,Google Form
LD9651,Ahmedabad,SRM University,4th,Data Science,Mass-Mailing
LD9652,Kolkata,BITS Pilani,1st,Data Science,WhatsApp
LD9653,Bangalore,Jadavpur University,1st,Cyber Security,College Collaboration
LD9654,Jaipur,SRM University,2nd,AI,Email
LD9655,Delhi,VIT Vellore,2nd,Electric Vehicle,Google Form
LD9656,Lucknow,ABC Institute,2nd,Data Science,Google Form
LD9657,Ahmedabad,IIT Bombay,3rd,Data Science,Email
LD9658,Jaipur,Jadavpur University,3rd,AI,Facebook
LD9659,Pune,University of Delhi,4th,Robotics,WhatsApp
LD9660,Nagpur,BITS Pilani,1st,AI,Instagram
LD9661,Pune,Manipal University,3rd,Robotics,Referral
LD9662,Kolkata,Jadavpur University,1st,Cyber Security,Referral
LD9663,Kolkata,Shiv Nadar University,3rd,AI,Google Form
LD9664,Lucknow,XYZ University,2nd,Data Science,Google Form
LD9665,Visakhapatnam,Shivaji University,1st,Machine Learning,Referral
LD9666,Jaipur,VIT Vellore,2nd,Cyber Security,College Collaboration
LD9667,Patna,BITS Pilani,2nd,Electric Vehicle,LinkedIn
LD9668,Chandigarh,SRM University,1st,Robotics,College Collaboration
LD9669,Hyderabad,Manipal University,2nd,Cyber Security,Email
LD9670,Lucknow,XYZ University,3rd,Machine Learning,LinkedIn
LD9671,Surat,Bharati Vidyapeeth,2nd,Electric Vehicle,Facebook
LD9672,Bangalore,Shivaji University,2nd,Electric Vehicle,WhatsApp
LD9673,Bhopal,IISc Bangalore,4th,Cyber Security,WhatsApp
LD9674,Kolkata,IIT Delhi,1st,AI,Referral
LD9675,Ahmedabad,NIT Warangal,2nd,Cloud Computing,Instagram
LD9676,Lucknow,VIT Vellore,3rd,Cloud Computing,WhatsApp
LD9677,Mumbai,VIT Vellore,2nd,Electric Vehicle,Mass-Mailing
LD9678,Pune,IIT Bombay,2nd,Cyber Security,Instagram
LD9679,Bhopal,IISc Bangalore,2nd,Cloud Computing,Email
